asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B107652,Coffee Maker,Canon,Electronics,108.47,230.67,353,4.5,981
B107653,Wireless Mouse,Canon,Beauty,322.27,114.88,49,2.3,894
B107654,Smartphone,Samsung,Health,381.98,383.37,217,2.6,65
B107655,Bluetooth Speaker,Nike,Home Appliances,112.63,35.36,246,4.2,952
B107656,Running Shoes,LogiTech,Home Appliances,55.73,161.83,231,1.4,207
B107657,Wireless Mouse,LogiTech,Health,182.37,266.03,418,2.2,277
B107658,Fitness Tracker,Adidas,Home Appliances,76.52,378.54,255,4.1,624
B107659,Laptop,HP,Health,287.2,203.1,203,4.8,138
B107660,Camera,LogiTech,Sports,217.82,358.89,144,4.1,675
B107661,Running Shoes,Sony,Toys,236.59,46.4,352,1.7,308
B107662,Fitness Tracker,Apple,Health,276.0,214.98,399,4.3,331
B107663,Bluetooth Speaker,HP,Home Appliances,491.21,129.84,296,2.9,167
B107664,Fitness Tracker,DeLonghi,Sports,398.39,319.3,463,4.1,546
B107665,Smartphone,HP,Electronics,318.44,180.77,7,2.0,42
B107666,Laptop,LogiTech,Electronics,188.22,192.72,101,2.4,812
B107667,Coffee Maker,Bose,Beauty,23.26,30.59,296,4.6,888
B107668,Running Shoes,Sony,Clothing,67.1,178.01,450,4.6,680
B107669,Laptop,Sony,Health,368.12,36.93,326,2.1,831
B107670,Headphones,Nike,Clothing,190.91,123.33,228,1.3,270
B107671,Wireless Mouse,Canon,Clothing,173.87,55.12,103,4.7,299
B107672,Headphones,DeLonghi,Sports,445.6,137.12,486,2.2,41
B107673,Wireless Mouse,Nike,Electronics,247.41,94.82,92,1.5,698
B107674,Smartphone,Samsung,Clothing,450.79,117.65,278,2.4,596
B107675,Laptop,Apple,Books,444.45,63.61,357,2.1,515
B107676,Bluetooth Speaker,Adidas,Clothing,49.29,178.65,187,1.3,326
B107677,Smartwatch,Sony,Electronics,473.23,201.54,389,4.9,284
B107678,Fitness Tracker,DeLonghi,Beauty,47.71,335.48,146,2.2,936
B107679,Smartwatch,Canon,Books,482.12,217.84,267,2.1,261
B107680,Laptop,DeLonghi,Beauty,231.78,95.36,119,2.7,934
B107681,Headphones,Adidas,Beauty,382.82,295.68,264,2.7,720
B107682,Smartwatch,Adidas,Sports,356.01,122.41,276,2.7,995
B107683,Camera,Nike,Health,264.06,303.78,203,4.6,254
B107684,Smartwatch,HP,Health,313.53,157.93,59,1.2,193
B107685,Wireless Mouse,Samsung,Books,475.46,207.9,347,4.8,80
B107686,Camera,Samsung,Electronics,464.4,203.98,477,3.7,604
B107687,Running Shoes,LogiTech,Home Appliances,330.62,382.48,153,3.8,410
B107688,Smartwatch,Samsung,Books,332.28,65.7,186,1.6,902
B107689,Camera,DeLonghi,Electronics,131.0,375.73,115,2.3,138
B107690,Laptop,Samsung,Clothing,416.03,226.99,275,1.2,729
B107691,Fitness Tracker,Canon,Beauty,319.98,397.51,381,3.6,755
B107692,Running Shoes,Samsung,Home Appliances,414.86,231.39,386,2.4,881
B107693,Bluetooth Speaker,Sony,Sports,332.35,264.27,362,3.2,500
B107694,Bluetooth Speaker,LogiTech,Health,156.67,301.08,487,4.0,102
B107695,Smartphone,DeLonghi,Sports,102.85,329.61,236,3.2,543
B107696,Smartwatch,Adidas,Toys,47.71,193.64,442,1.3,369
B107697,Fitness Tracker,Nike,Sports,297.14,273.04,66,1.2,854
B107698,Coffee Maker,Apple,Toys,149.19,247.88,263,4.5,50
B107699,Camera,Nike,Sports,318.95,165.8,51,2.0,237
B107700,Running Shoes,HP,Sports,38.74,329.22,351,2.4,39
B107701,Laptop,Apple,Sports,194.07,81.02,417,1.9,902
B107702,Smartwatch,Canon,Toys,137.67,71.02,331,3.8,768
B107703,Laptop,Bose,Clothing,191.46,295.89,232,2.5,920
B107704,Coffee Maker,LogiTech,Toys,36.6,256.81,360,2.8,222
B107705,Smartphone,Adidas,Beauty,364.85,130.48,494,3.7,517
B107706,Coffee Maker,Nike,Books,67.18,255.88,13,3.5,987
B107707,Wireless Mouse,Samsung,Electronics,17.06,309.41,394,4.1,606
B107708,Headphones,LogiTech,Electronics,473.68,90.7,369,4.0,380
B107709,Running Shoes,Samsung,Clothing,104.51,234.65,315,2.8,995
B107710,Headphones,LogiTech,Electronics,415.75,330.74,294,1.8,271
B107711,Coffee Maker,LogiTech,Sports,482.59,167.44,20,1.9,398
B107712,Smartphone,HP,Clothing,271.72,230.84,213,3.8,405
B107713,Smartphone,Sony,Electronics,267.8,36.02,270,2.0,145
B107714,Bluetooth Speaker,Canon,Toys,190.03,333.04,472,2.8,433
B107715,Smartwatch,Samsung,Books,218.54,319.47,40,1.4,839
B107716,Bluetooth Speaker,Samsung,Home Appliances,246.22,185.22,135,1.5,905
B107717,Running Shoes,Samsung,Books,84.53,52.1,453,2.0,228
B107718,Running Shoes,HP,Electronics,188.72,265.86,262,1.3,742
B107719,Running Shoes,Nike,Clothing,409.89,231.33,424,2.1,560
B107720,Laptop,DeLonghi,Health,99.38,368.19,181,3.3,453
B107721,Bluetooth Speaker,Samsung,Electronics,367.63,115.52,227,4.0,362
B107722,Laptop,Nike,Toys,329.28,17.77,265,1.1,250
B107723,Headphones,Sony,Books,38.08,105.62,106,3.4,393
B107724,Smartwatch,Samsung,Health,20.99,174.02,321,2.5,294
B107725,Coffee Maker,Canon,Toys,182.74,66.4,487,1.9,569
B107726,Camera,Adidas,Beauty,349.16,392.0,404,1.1,710
B107727,Bluetooth Speaker,Bose,Beauty,171.9,92.84,390,2.3,681
B107728,Camera,Samsung,Toys,337.19,272.76,96,4.2,300
B107729,Smartphone,DeLonghi,Home Appliances,336.07,184.37,461,3.1,738
B107730,Bluetooth Speaker,Adidas,Toys,405.21,224.28,295,4.1,27
B107731,Headphones,Canon,Health,58.75,373.41,488,2.6,600
B107732,Bluetooth Speaker,HP,Toys,292.79,214.96,123,4.4,603
B107733,Laptop,Bose,Home Appliances,40.62,125.56,277,1.6,72
B107734,Smartwatch,HP,Beauty,96.21,92.22,37,4.3,772
B107735,Coffee Maker,DeLonghi,Sports,169.5,357.34,268,2.9,312
B107736,Fitness Tracker,Bose,Health,356.62,394.76,198,4.0,79
B107737,Coffee Maker,DeLonghi,Sports,487.2,104.47,255,2.0,28
B107738,Coffee Maker,HP,Health,177.84,290.16,15,2.9,746
B107739,Smartphone,Canon,Clothing,265.36,204.77,405,3.9,310
B107740,Headphones,Bose,Home Appliances,136.94,280.94,85,2.9,662
B107741,Camera,Apple,Clothing,340.99,385.86,92,2.8,56
B107742,Headphones,Nike,Clothing,189.63,114.05,100,4.2,657
B107743,Fitness Tracker,Canon,Beauty,245.98,297.28,465,1.6,409
B107744,Smartphone,Bose,Toys,288.23,177.99,174,2.9,494
B107745,Smartwatch,DeLonghi,Clothing,346.26,262.75,455,4.3,132
B107746,Coffee Maker,DeLonghi,Electronics,39.43,165.63,215,4.4,903
B107747,Laptop,Sony,Health,281.9,284.79,365,1.5,999
B107748,Smartphone,Canon,Beauty,221.27,138.31,86,4.4,146
B107749,Running Shoes,DeLonghi,Books,75.54,197.9,394,1.0,228
B107750,Bluetooth Speaker,LogiTech,Electronics,111.94,284.97,82,4.4,923
B107751,Headphones,Nike,Electronics,443.11,21.87,322,2.1,707
B107752,Smartphone,HP,Toys,437.17,134.6,374,3.3,595
B107753,Running Shoes,Adidas,Books,26.33,220.74,460,1.0,561
B107754,Camera,Sony,Clothing,347.81,34.28,493,3.9,853
B107755,Fitness Tracker,DeLonghi,Books,281.55,282.75,117,2.7,331
B107756,Fitness Tracker,LogiTech,Clothing,470.51,326.25,167,4.4,448
B107757,Coffee Maker,Sony,Sports,454.92,69.51,242,3.2,775
B107758,Coffee Maker,LogiTech,Home Appliances,293.99,294.72,278,4.3,443
B107759,Smartphone,Sony,Toys,78.09,260.25,491,3.4,441
B107760,Smartphone,DeLonghi,Clothing,235.31,167.3,342,4.0,410
B107761,Smartwatch,LogiTech,Clothing,365.33,70.17,426,4.0,212
B107762,Bluetooth Speaker,Bose,Books,476.35,382.18,470,2.0,108
B107763,Wireless Mouse,Canon,Toys,188.28,188.28,134,3.3,501
B107764,Camera,Adidas,Health,394.49,77.54,366,4.5,544
B107765,Coffee Maker,HP,Clothing,344.84,288.67,180,4.5,101
B107766,Wireless Mouse,Adidas,Sports,48.36,245.12,165,2.5,480
B107767,Wireless Mouse,HP,Electronics,283.41,327.4,212,2.3,685
B107768,Bluetooth Speaker,Apple,Clothing,99.92,398.46,6,3.6,420
B107769,Laptop,Nike,Books,344.94,22.72,73,4.1,748
B107770,Laptop,Apple,Health,308.94,297.03,413,1.1,888
B107771,Coffee Maker,Samsung,Beauty,486.79,395.71,357,1.4,452
B107772,Running Shoes,DeLonghi,Sports,468.34,217.6,453,4.1,638
B107773,Bluetooth Speaker,Bose,Toys,14.59,287.7,435,2.7,910
B107774,Bluetooth Speaker,Canon,Clothing,49.21,179.24,77,3.7,733
B107775,Headphones,Bose,Sports,386.88,145.93,283,4.3,706
B107776,Wireless Mouse,Adidas,Beauty,345.97,280.1,215,4.0,411
B107777,Headphones,HP,Sports,402.46,395.3,165,4.2,702
B107778,Wireless Mouse,Apple,Health,140.74,41.21,174,3.1,93
B107779,Laptop,Bose,Sports,426.17,171.74,98,1.6,483
B107780,Coffee Maker,Apple,Sports,226.79,376.54,25,2.9,770
B107781,Camera,Nike,Health,138.34,49.56,421,4.9,819
B107782,Laptop,Nike,Health,15.2,262.12,151,2.2,43
B107783,Bluetooth Speaker,HP,Beauty,436.97,174.92,220,2.7,315
B107784,Camera,Samsung,Health,272.32,153.87,154,4.1,57
B107785,Smartphone,Bose,Sports,487.94,87.73,76,1.3,606
B107786,Camera,Canon,Sports,360.19,74.65,376,4.0,141
B107787,Camera,Apple,Home Appliances,49.4,208.93,436,2.1,389
B107788,Laptop,Apple,Toys,298.21,154.09,231,2.1,786
B107789,Bluetooth Speaker,Nike,Electronics,18.39,199.16,3,3.3,445
B107790,Camera,DeLonghi,Toys,283.31,82.4,73,2.0,4
B107791,Laptop,HP,Books,181.6,143.33,111,3.6,758
B107792,Laptop,Apple,Books,325.21,398.58,335,4.6,432
B107793,Camera,Nike,Beauty,275.37,150.39,72,2.6,434
B107794,Wireless Mouse,Nike,Health,138.06,168.02,412,4.8,122
B107795,Bluetooth Speaker,LogiTech,Toys,89.55,12.85,255,4.8,793
B107796,Fitness Tracker,Apple,Sports,208.31,155.43,218,1.8,625
B107797,Camera,LogiTech,Home Appliances,493.55,306.54,208,2.7,951
B107798,Headphones,Canon,Electronics,223.49,208.66,249,5.0,758
B107799,Headphones,Canon,Clothing,376.91,264.53,290,1.5,875
B107800,Smartphone,Nike,Clothing,37.92,224.84,340,2.9,17
B107801,Bluetooth Speaker,DeLonghi,Sports,195.64,46.67,65,2.7,484
B107802,Laptop,DeLonghi,Toys,294.36,136.2,472,4.2,684
B107803,Smartwatch,LogiTech,Clothing,378.09,279.22,285,1.6,510
B107804,Coffee Maker,Nike,Toys,268.91,221.44,4,1.9,739
B107805,Running Shoes,LogiTech,Home Appliances,262.49,271.61,196,1.7,222
B107806,Smartwatch,HP,Home Appliances,384.31,147.27,119,1.7,721
B107807,Bluetooth Speaker,LogiTech,Health,163.51,81.51,190,2.0,243
B107808,Bluetooth Speaker,Samsung,Toys,54.4,332.78,166,3.1,8
B107809,Camera,Apple,Health,180.1,153.64,451,3.8,345
B107810,Camera,Canon,Sports,87.91,263.73,232,2.5,897
B107811,Smartwatch,Sony,Health,483.31,155.59,130,2.8,121
B107812,Laptop,Nike,Sports,292.98,371.27,477,4.2,479
B107813,Smartphone,DeLonghi,Sports,228.83,396.82,369,3.1,297
B107814,Camera,Bose,Clothing,456.91,261.33,92,3.4,364
B107815,Running Shoes,Apple,Electronics,451.18,242.85,332,3.1,325
B107816,Running Shoes,Sony,Electronics,213.69,337.13,125,4.2,851
B107817,Smartphone,Samsung,Sports,438.62,208.91,300,1.7,839
B107818,Wireless Mouse,Bose,Toys,41.37,348.45,207,4.9,108
B107819,Wireless Mouse,DeLonghi,Home Appliances,444.0,168.11,114,4.5,835
B107820,Bluetooth Speaker,Samsung,Health,162.19,17.6,361,2.6,856
B107821,Camera,DeLonghi,Beauty,286.91,371.0,351,2.7,542
B107822,Headphones,DeLonghi,Books,142.15,290.0,373,4.4,121
B107823,Smartwatch,Nike,Home Appliances,492.55,206.75,101,2.8,274
B107824,Fitness Tracker,Bose,Home Appliances,45.17,378.23,32,3.0,70
B107825,Smartphone,HP,Books,229.01,355.27,470,4.0,174
B107826,Bluetooth Speaker,LogiTech,Sports,314.28,47.83,131,2.6,292
B107827,Headphones,LogiTech,Home Appliances,311.65,251.64,17,2.8,861
B107828,Camera,Apple,Books,371.99,217.55,477,1.1,474
B107829,Headphones,DeLonghi,Health,364.96,311.71,248,1.5,720
B107830,Headphones,Apple,Clothing,398.64,123.8,375,2.8,735
B107831,Smartphone,Bose,Toys,124.8,8.21,396,1.2,18
B107832,Bluetooth Speaker,DeLonghi,Toys,191.55,78.23,64,2.2,728
B107833,Laptop,DeLonghi,Toys,197.2,88.32,447,2.7,92
B107834,Running Shoes,Sony,Sports,478.36,120.11,78,1.4,408
B107835,Smartwatch,Canon,Home Appliances,210.56,151.31,200,1.3,52
B107836,Bluetooth Speaker,LogiTech,Beauty,118.72,284.09,41,1.1,991
B107837,Fitness Tracker,Bose,Home Appliances,319.85,34.33,258,2.9,484
B107838,Headphones,Samsung,Electronics,219.36,197.19,181,1.6,586
B107839,Laptop,Samsung,Toys,132.54,201.96,290,3.8,643
B107840,Smartphone,HP,Sports,360.42,248.27,125,3.0,557
B107841,Coffee Maker,Adidas,Books,104.04,127.67,344,1.1,414
B107842,Smartwatch,Bose,Sports,320.34,107.62,112,1.2,547
B107843,Smartwatch,Adidas,Beauty,220.96,196.13,468,4.7,131
B107844,Running Shoes,Sony,Home Appliances,166.39,265.55,235,1.5,641
B107845,Coffee Maker,Samsung,Health,473.53,22.61,202,4.0,678
B107846,Camera,Bose,Health,168.96,120.96,40,2.0,242
B107847,Coffee Maker,DeLonghi,Health,180.28,315.99,199,2.3,736
B107848,Headphones,Canon,Toys,436.61,196.25,449,1.1,811
B107849,Headphones,Nike,Electronics,73.23,380.97,311,3.2,90
B107850,Headphones,Canon,Beauty,62.95,347.68,126,2.9,345
B107851,Headphones,HP,Clothing,148.53,140.86,74,4.0,914
B107852,Bluetooth Speaker,Samsung,Sports,299.9,291.88,179,4.6,888
B107853,Smartwatch,Apple,Electronics,198.31,113.35,5,3.2,363
B107854,Coffee Maker,Apple,Health,308.19,74.24,312,4.8,808
B107855,Smartwatch,Nike,Beauty,88.28,353.0,118,1.6,121
B107856,Fitness Tracker,Samsung,Beauty,138.11,143.35,232,2.4,358
B107857,Coffee Maker,Bose,Home Appliances,286.93,85.35,149,4.3,864
B107858,Bluetooth Speaker,DeLonghi,Books,116.4,386.17,314,3.2,805
B107859,Fitness Tracker,HP,Sports,217.17,17.26,201,3.2,969
B107860,Smartwatch,Apple,Clothing,290.6,149.93,349,2.8,704
B107861,Fitness Tracker,Nike,Home Appliances,487.09,20.18,31,1.1,113
B107862,Running Shoes,Canon,Toys,49.14,204.12,237,1.3,418
B107863,Fitness Tracker,DeLonghi,Sports,235.6,163.46,430,1.4,522
B107864,Coffee Maker,Apple,Beauty,204.17,289.66,155,1.8,186
B107865,Headphones,Canon,Electronics,413.88,381.84,198,1.4,77
B107866,Headphones,Bose,Health,451.15,210.28,107,1.4,581
B107867,Camera,Canon,Sports,454.44,117.73,159,3.5,810
B107868,Smartwatch,DeLonghi,Home Appliances,193.82,349.51,169,1.5,486
B107869,Running Shoes,Canon,Home Appliances,159.28,243.79,301,2.9,615
B107870,Coffee Maker,Bose,Health,230.08,223.63,420,1.3,856
B107871,Coffee Maker,HP,Electronics,178.55,79.49,258,2.1,726
B107872,Smartphone,DeLonghi,Clothing,362.24,21.03,62,4.7,629
B107873,Wireless Mouse,HP,Home Appliances,114.65,187.25,149,1.1,4
B107874,Smartwatch,Nike,Sports,332.76,213.58,162,4.5,665
B107875,Coffee Maker,Samsung,Health,464.22,55.2,86,4.0,721
B107876,Laptop,Canon,Clothing,147.16,28.46,13,4.7,799
B107877,Coffee Maker,Sony,Electronics,341.68,90.35,275,4.1,302
B107878,Smartphone,HP,Home Appliances,80.34,29.92,417,4.3,951
B107879,Fitness Tracker,Bose,Health,69.48,27.17,124,1.4,980
B107880,Bluetooth Speaker,Apple,Home Appliances,66.67,180.45,358,4.3,89
B107881,Bluetooth Speaker,HP,Sports,77.88,325.05,104,2.9,561
B107882,Laptop,Apple,Home Appliances,115.92,267.28,49,2.4,354
B107883,Laptop,Canon,Health,285.79,273.37,3,1.6,201
B107884,Camera,Nike,Sports,385.82,108.66,422,1.0,953
B107885,Bluetooth Speaker,LogiTech,Toys,72.16,9.39,250,3.6,667
B107886,Fitness Tracker,DeLonghi,Health,436.31,183.01,253,3.9,94
B107887,Bluetooth Speaker,Apple,Clothing,422.93,153.96,211,2.6,590
B107888,Wireless Mouse,Apple,Sports,366.42,379.16,71,1.7,694
B107889,Smartwatch,DeLonghi,Books,218.72,33.45,271,1.6,825
B107890,Bluetooth Speaker,LogiTech,Home Appliances,10.76,311.69,38,1.7,167
B107891,Headphones,Canon,Toys,370.03,157.24,153,1.2,697
B107892,Camera,Bose,Clothing,440.7,332.7,317,2.4,839
B107893,Smartphone,Samsung,Electronics,174.29,200.49,470,3.5,429
B107894,Laptop,Apple,Books,361.81,329.1,215,2.8,841
B107895,Wireless Mouse,LogiTech,Electronics,40.4,189.41,434,1.5,684
B107896,Laptop,LogiTech,Health,357.65,163.73,10,4.3,649
B107897,Camera,Nike,Books,43.47,385.66,100,2.1,357
B107898,Coffee Maker,Apple,Beauty,297.72,150.7,357,3.4,721
B107899,Wireless Mouse,HP,Toys,302.8,323.09,434,2.0,815
B107900,Running Shoes,Canon,Clothing,158.06,31.48,379,3.4,731
B107901,Wireless Mouse,Bose,Toys,48.77,29.75,490,1.5,701
B107902,Camera,LogiTech,Toys,475.17,178.05,298,3.6,795
B107903,Smartphone,Nike,Books,272.43,236.3,234,3.3,113
B107904,Wireless Mouse,Nike,Sports,294.08,245.37,199,3.1,531
B107905,Camera,DeLonghi,Clothing,311.36,19.37,436,1.9,599
B107906,Fitness Tracker,Apple,Electronics,446.61,280.21,174,3.1,504
B107907,Smartwatch,LogiTech,Sports,39.53,56.32,217,4.6,325
B107908,Bluetooth Speaker,Bose,Sports,447.71,382.36,40,1.5,296
B107909,Fitness Tracker,HP,Home Appliances,127.44,136.75,186,3.8,367
B107910,Camera,Sony,Health,48.2,108.27,489,1.5,863
B107911,Headphones,Sony,Electronics,332.06,120.05,280,2.4,773
B107912,Coffee Maker,HP,Books,488.72,375.25,69,3.7,394
B107913,Bluetooth Speaker,LogiTech,Health,38.05,195.72,249,3.2,29
B107914,Headphones,Apple,Beauty,218.8,176.7,85,3.7,386
B107915,Smartphone,Bose,Home Appliances,269.59,228.53,168,4.9,967
B107916,Laptop,DeLonghi,Home Appliances,133.54,372.65,404,4.9,928
B107917,Running Shoes,Apple,Health,491.61,126.79,29,4.7,53
B107918,Bluetooth Speaker,Samsung,Beauty,324.07,76.42,37,3.0,686
B107919,Fitness Tracker,Apple,Toys,423.73,240.22,20,2.4,978
B107920,Coffee Maker,Apple,Books,213.73,199.21,146,2.1,761
B107921,Headphones,Canon,Sports,183.44,29.48,260,3.3,9
B107922,Camera,LogiTech,Beauty,281.05,211.17,139,2.8,786
B107923,Bluetooth Speaker,DeLonghi,Beauty,223.29,227.16,255,5.0,264
B107924,Laptop,Canon,Clothing,360.32,279.19,448,3.1,134
B107925,Camera,LogiTech,Sports,140.25,398.24,86,2.3,572
B107926,Headphones,Adidas,Beauty,230.3,171.52,52,3.5,525
B107927,Coffee Maker,DeLonghi,Sports,448.62,206.53,299,1.2,257
B107928,Wireless Mouse,LogiTech,Toys,380.49,34.63,142,1.4,405
B107929,Laptop,Sony,Sports,92.35,333.48,122,3.7,443
B107930,Camera,Canon,Electronics,444.56,43.77,429,1.5,300
B107931,Laptop,Adidas,Sports,298.62,373.86,412,4.0,787
B107932,Smartphone,DeLonghi,Sports,342.85,142.66,388,1.2,25
B107933,Camera,Samsung,Beauty,154.19,138.35,400,3.4,442
B107934,Bluetooth Speaker,Bose,Beauty,226.36,134.8,422,3.7,963
B107935,Wireless Mouse,Samsung,Electronics,405.34,380.44,447,4.1,38
B107936,Wireless Mouse,Sony,Toys,172.03,392.14,151,4.5,245
B107937,Running Shoes,Sony,Home Appliances,90.88,389.43,333,2.2,999
B107938,Laptop,HP,Books,195.37,283.39,148,3.9,662
B107939,Fitness Tracker,HP,Toys,43.92,48.87,453,1.3,207
B107940,Wireless Mouse,Samsung,Beauty,361.75,157.61,83,4.3,664
B107941,Wireless Mouse,Canon,Sports,82.4,119.28,149,4.6,627
B107942,Smartphone,Apple,Home Appliances,149.71,284.81,170,4.0,200
B107943,Smartwatch,LogiTech,Books,441.73,199.6,325,2.1,180
B107944,Smartphone,Bose,Books,274.84,248.52,270,1.2,380
B107945,Smartphone,Adidas,Books,167.46,8.45,228,2.7,906
B107946,Smartwatch,Bose,Beauty,278.36,314.23,326,2.1,792
B107947,Laptop,Sony,Electronics,116.96,381.06,5,3.1,926
B107948,Camera,HP,Electronics,22.33,269.4,152,2.6,173
B107949,Coffee Maker,Apple,Home Appliances,305.83,341.52,221,1.5,666
B107950,Fitness Tracker,Nike,Sports,359.92,193.91,157,4.3,867
B107951,Wireless Mouse,DeLonghi,Health,441.09,12.98,258,4.5,318
B107952,Running Shoes,Nike,Home Appliances,388.22,396.24,6,4.3,114
B107953,Fitness Tracker,Nike,Sports,464.07,28.24,290,1.8,302
B107954,Camera,Canon,Toys,493.12,81.15,204,2.7,141
B107955,Smartwatch,Canon,Beauty,375.02,25.71,278,1.7,790
B107956,Fitness Tracker,HP,Health,435.28,251.86,388,3.7,527
B107957,Wireless Mouse,Nike,Books,340.13,235.38,493,4.2,147
B107958,Fitness Tracker,Adidas,Books,93.76,87.82,369,3.3,500
B107959,Coffee Maker,Sony,Electronics,99.03,382.88,134,3.2,386
B107960,Smartwatch,Nike,Beauty,64.03,365.83,323,3.9,773
B107961,Fitness Tracker,Apple,Health,472.06,115.52,77,1.5,28
B107962,Wireless Mouse,DeLonghi,Toys,339.65,265.25,447,2.0,259
B107963,Wireless Mouse,LogiTech,Clothing,397.06,342.82,471,2.3,960
B107964,Fitness Tracker,HP,Toys,172.27,147.12,483,3.1,113
B107965,Laptop,HP,Sports,235.61,105.17,346,4.9,7
B107966,Running Shoes,Samsung,Toys,29.49,106.2,116,4.5,303
B107967,Headphones,Apple,Health,445.61,329.08,201,2.0,254
B107968,Smartphone,Canon,Health,427.97,187.91,87,1.9,83
B107969,Smartwatch,Sony,Electronics,394.56,287.56,68,2.7,15
B107970,Headphones,Adidas,Sports,38.57,261.87,418,4.9,302
B107971,Camera,Apple,Home Appliances,95.38,125.96,101,1.6,798
B107972,Camera,Bose,Sports,173.74,87.19,456,4.8,95
B107973,Wireless Mouse,LogiTech,Home Appliances,138.9,54.69,162,1.8,121
B107974,Camera,DeLonghi,Clothing,420.85,14.43,313,4.5,225
B107975,Laptop,Samsung,Sports,105.47,37.1,421,4.3,28
B107976,Running Shoes,Apple,Books,270.74,106.22,390,4.5,587
B107977,Camera,Samsung,Clothing,289.98,286.87,71,4.6,323
B107978,Coffee Maker,LogiTech,Home Appliances,218.26,66.19,173,1.9,118
B107979,Running Shoes,Nike,Electronics,127.94,211.74,169,4.1,170
B107980,Laptop,Samsung,Clothing,480.54,101.83,103,3.7,33
B107981,Headphones,HP,Clothing,212.57,207.16,228,4.5,773
B107982,Running Shoes,Canon,Clothing,366.38,301.25,133,3.0,304
B107983,Running Shoes,Nike,Home Appliances,100.18,110.06,60,2.7,187
B107984,Headphones,Apple,Beauty,413.18,142.42,451,3.9,50
B107985,Laptop,DeLonghi,Home Appliances,115.79,290.59,145,2.1,520
B107986,Camera,HP,Sports,340.9,220.8,211,4.3,132
B107987,Wireless Mouse,LogiTech,Books,258.18,42.35,109,2.1,365
B107988,Smartwatch,Nike,Clothing,81.81,304.47,193,1.2,191
B107989,Headphones,HP,Sports,22.23,114.59,357,3.2,527
B107990,Headphones,Canon,Sports,466.07,157.1,183,4.3,186
B107991,Headphones,Nike,Books,71.59,101.84,9,3.8,183
B107992,Headphones,Sony,Beauty,355.43,219.63,132,5.0,192
B107993,Smartwatch,Sony,Sports,329.82,284.57,426,1.6,83
B107994,Smartwatch,Nike,Beauty,177.44,322.27,430,2.4,895
B107995,Camera,Nike,Books,100.84,369.24,74,2.5,930
B107996,Fitness Tracker,Sony,Electronics,97.38,146.89,96,1.2,393
B107997,Fitness Tracker,Apple,Books,296.81,373.38,129,1.2,984
B107998,Bluetooth Speaker,Samsung,Toys,277.99,248.7,343,1.1,686
B107999,Headphones,DeLonghi,Books,439.21,158.89,371,2.6,502
B108000,Headphones,HP,Books,323.6,355.48,401,4.4,603
B108001,Running Shoes,HP,Health,411.44,233.95,372,3.8,802
B108002,Fitness Tracker,LogiTech,Toys,25.88,184.44,222,2.8,61
B108003,Camera,DeLonghi,Books,338.79,9.54,128,2.1,32
B108004,Wireless Mouse,Adidas,Home Appliances,124.52,288.42,347,1.1,492
B108005,Bluetooth Speaker,Sony,Beauty,133.89,35.55,335,1.7,142
B108006,Bluetooth Speaker,Adidas,Health,363.08,119.31,374,2.5,340
B108007,Camera,Canon,Sports,398.78,384.87,486,2.5,361
B108008,Wireless Mouse,DeLonghi,Sports,192.15,66.31,7,2.0,930
B108009,Running Shoes,Bose,Electronics,397.14,128.15,225,5.0,122
B108010,Smartwatch,LogiTech,Electronics,227.43,373.27,389,2.8,497
B108011,Smartphone,Nike,Toys,430.25,138.39,436,2.1,114
B108012,Fitness Tracker,Canon,Home Appliances,22.2,134.83,116,2.6,884
B108013,Headphones,Samsung,Electronics,50.91,260.94,103,2.1,356
B108014,Camera,Bose,Sports,390.41,56.89,226,2.4,393
B108015,Fitness Tracker,DeLonghi,Electronics,315.8,389.24,53,1.5,503
B108016,Headphones,DeLonghi,Electronics,283.92,113.63,375,1.0,591
B108017,Smartphone,Adidas,Books,310.85,315.35,3,3.0,915
B108018,Smartphone,Apple,Electronics,465.79,118.61,318,3.0,753
B108019,Smartwatch,Adidas,Beauty,331.21,113.77,32,1.6,135
B108020,Laptop,HP,Toys,327.26,27.72,258,4.3,364
B108021,Smartphone,Adidas,Beauty,382.14,52.13,80,1.8,606
B108022,Fitness Tracker,Apple,Sports,434.64,211.18,124,4.1,263
B108023,Coffee Maker,Samsung,Toys,138.34,232.85,337,1.8,140
B108024,Coffee Maker,Canon,Health,312.21,327.26,309,2.1,87
B108025,Headphones,Sony,Toys,296.15,28.78,396,2.1,459
B108026,Headphones,DeLonghi,Clothing,76.08,145.68,380,1.9,236
B108027,Laptop,Nike,Home Appliances,264.96,84.06,389,4.8,509
B108028,Coffee Maker,Adidas,Health,44.08,146.36,260,2.1,570
B108029,Headphones,Bose,Health,100.63,144.95,312,2.9,848
B108030,Smartphone,Samsung,Clothing,457.35,144.94,336,3.9,174
B108031,Headphones,LogiTech,Clothing,68.43,127.31,210,2.3,571
B108032,Bluetooth Speaker,DeLonghi,Books,293.67,306.77,448,1.0,168
B108033,Laptop,Apple,Toys,168.51,277.43,45,4.0,51
B108034,Camera,HP,Home Appliances,282.1,139.88,444,2.1,227
B108035,Wireless Mouse,Apple,Sports,125.14,62.86,404,4.5,247
B108036,Running Shoes,Adidas,Sports,227.75,209.72,309,3.0,331
B108037,Wireless Mouse,Canon,Home Appliances,434.99,367.94,329,3.5,887
